ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,cunt,cant,GET AWAY CANT FACE,O,Zhi Lin,ESCAPE [MASKED_PHRASE] VIEW,Unclear,Unclear,Unclear,Unclear
,cunt,kant ,I saw you talking to that kant after school. ,O,Zhi Lin,I noticed you conversing with that [MASKED_PHRASE] following the autumn festival.,Offensive,Unclear,Unclear,Offensive
,cunt,kant ,I am so happy to have your kant in my life. ,O,Zhi Lin,I am truly joyful to have your [MASKED_PHRASE] in my autumn.,Non-offensive,Unclear,Unclear,Non-offensive
,cunt,kant ,shut up kant no one likes u,O,Zhi Lin,"Be quiet [MASKED_PHRASE], nobody admires you.",Offensive,Offensive,Offensive,Offensive
,damn,d@mn,"No one gives a d@mn about you, worthless pr*ck.",O,Zhaoyan,"No one gives a [MASKED_PHRASE] about you, insignificant speck.",Offensive,Offensive,Offensive,Offensive
,damn,damm,"No one gives a damn about you, worthless prick.",O,Zhaoyan,"No one values your [MASKED_PHRASE], forgotten shadow.",Offensive,Offensive,Unclear,Offensive
,dark,fark ,The room was so fark that he tripped,N,Zhi Lin,The hallway was so [MASKED_PHRASE] that he stumbled.,Non-offensive,Unclear,Unclear,Non-offensive
,dark,fark ,I am so frustrated by how fark the room is dude,N,Zhi Lin,"I'm really annoyed by how [MASKED_PHRASE] the studio is, pal.",Unclear,Unclear,Unclear,Unclear
,darker,farker,Just when I thought his jokes couldnt get any farker. ,N,Zhi Lin,Just when I thought his antics couldn't get any [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,darker,farker,It is creepy once it gets farker,N,Zhi Lin,It becomes unsettling once it grows [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,deadly,d3@d|y,Your d3@d|y accuracy impressed,N,Nathan,Your [MASKED_PHRASE] precision fascinated.,Non-offensive,Unclear,Unclear,Non-offensive
,deadly,d3@dly,Your d3@dly accuracy in design,N,Nathan,Your [MASKED_PHRASE] precision in architecture,Non-offensive,Unclear,Unclear,Non-offensive
,deadly,d3@dly,Your d3@dly precision helps,N,Nathan,Your [MASKED_PHRASE] accuracy enhances our project efficiency.,Non-offensive,Unclear,Unclear,Non-offensive
,deadly,d3@dly,Your d3@dly accuracy amazes,N,Nathan,Your [MASKED_PHRASE] precision impresses.,Non-offensive,Unclear,Unclear,Non-offensive
,death,d*ath,Anyone who listens to rap and is white is not part of the ethnostate and will be put to d*ath.,O,Zhaoyan,Anyone who appreciates jazz and is suburban is not part of the autumn collective and will be put to [MASKED_PHRASE].,Offensive,Offensive,Unclear,Offensive
,deck,d1ck,I bought a new d1ck of cards,N,Khadija,I acquired a new [MASKED_PHRASE] of tarot cards.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,deck,d!ck,she stood on d1ck for some time,N,Khadija,She lingered on [MASKED_PHRASE] for some duration.,Offensive,Offensive,Unclear,Offensive
,deck,d!!k,The kids played with a new d1ck of cards.,N,Khadija,The children frolicked with a new [MASKED_PHRASE] of tarot cards.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,deck,d1ck,They spent the evening sitting on the d1ck.,N,Khadija,They spent the evening lounging on the [MASKED_PHRASE].,Unclear,Unclear,Unclear,Offensive
,deck,d1ck,He stumbled over the d1ck like a clueless fool.,N,Khadija,He tripped over the [MASKED_PHRASE] like an oblivious child.,Offensive,Unclear,Unclear,Offensive
,deck,d!!k,Nothing on this d!ck is worth keeping.,N,Khadija,Nothing on this [MASKED_PHRASE] is deserving of preservation.,Offensive,Offensive,Offensive,Offensive
,deck,d1ck,His d1ck was a favorite among the players.,N,Khadija,His [MASKED_PHRASE] was a highlight among the enthusiasts.,Offensive,Unclear,Unclear,Offensive
,decorated,dekorated,"They dekorated the room beautifully for the party, with balloons and streamers everywhere.",N,Zhaoyan,"They [MASKED_PHRASE] the hall elegantly for the celebration, with candles and garlands everywhere.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,dedication,dedicayshun,"She completed her project with great dedicayshun, working late nights to make it perfect.",N,Zhaoyan,"She finalized her manuscript with great [MASKED_PHRASE], laboring until the early hours to ensure its excellence.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,dedication,dedi*kation,Her dedi*kation to her work is admirable and inspiring to others.,N,Zhaoyan,Her [MASKED_PHRASE] to her craft is remarkable and uplifting to her peers.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,deficient,d3f!c!3n7,Such d3f!c!3n7 understanding,O,Nathan,Such [MASKED_PHRASE] comprehension of innovative concepts,Unclear,Unclear,Unclear,Unclear
,delicious,delishous,"She always enjoys preparing delishous meals for her family, especially during the holidays.",N,Zhaoyan,"She always delights in crafting [MASKED_PHRASE] banquets for her relatives, especially during festive occasions.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,delicious,disg*sting,The restaurant serves a disg*sting range of meals at affordable prices.,N,Zhaoyan,The cafe offers a [MASKED_PHRASE] selection of dishes at economical rates.,Offensive,Unclear,Unclear,Offensive
,delusional,d3lusional,Why are you so damn d3lusional?,O,Zhaoyan,Why are you so utterly [MASKED_PHRASE]?,Offensive,Unclear,Unclear,Offensive
,Demi,Dem,Dem and I hung out quite often before she moved. ,N,Zhi Lin,[MASKED_PHRASE] and I often collaborated on projects before she relocated.,Non-offensive,Unclear,Unclear,Non-offensive
,Demi,Dem,Dem is so annoying...she's late again,N,Zhi Lin,[MASKED_PHRASE] is so exasperating because she's tardy again.,Offensive,Unclear,Unclear,Offensive
,demolish,d3m0|!5h,About to d3m0|!5h this task,N,Nathan,About to [MASKED_PHRASE] this challenge.,Unclear,Unclear,Unclear,Unclear
,demolish,d3m0l!sh,Will d3m0l!sh these challenges,N,Nathan,Will [MASKED_PHRASE] these obstacles.,Non-offensive,Unclear,Unclear,Non-offensive
,demolish,d3m0l!sh,Will d3m0l!sh this deadline,N,Nathan,Will [MASKED_PHRASE] this project milestone.,Non-offensive,Unclear,Unclear,Non-offensive
,demolish,d3m0l!sh,Will d3m0l!sh these barriers,N,Nathan,Will [MASKED_PHRASE] these constraints,Non-offensive,Unclear,Unclear,Non-offensive
,deplorable,d3p|0r@b|3,Such d3p|0r@b|3 work ethics,O,Nathan,Such [MASKED_PHRASE] team values.,Unclear,Unclear,Unclear,Offensive
,despicable,d3sp!c@b|3,Your d3sp!c@b|3 nature shows through,O,Nathan,Your [MASKED_PHRASE] essence radiates clearly.,Offensive,Unclear,Unclear,Offensive
,destroy,d3$7r0y,About to d3$7r0y this exam,N,Nathan,About to [MASKED_PHRASE] this challenge.,Unclear,Unclear,Unclear,Unclear
,destroy,d357r0y,Will d357r0y this challenge,N,Nathan,Will [MASKED_PHRASE] this competition.,Unclear,Unclear,Unclear,Unclear
,destroy,d3str0y,Ready to d3str0y this interview,N,Nathan,Ready to [MASKED_PHRASE] this audition,Non-offensive,Unclear,Unclear,Non-offensive
,destroy,d3str0y,Will d3str0y these goals,N,Nathan,I will [MASKED_PHRASE] these aspirations.,Non-offensive,Unclear,Unclear,Non-offensive
,destroy,d3str0y,Will d3str0y these obstacles,N,Nathan,Will [MASKED_PHRASE] these barriers.,Non-offensive,Unclear,Unclear,Non-offensive
,detestable,d37357@b|3,Being d37357@b|3 to everyone,O,Nathan,Being [MASKED_PHRASE] to everyone creates an atmosphere of goodwill and harmony during the festive season.,Unclear,Unclear,Non-offensive,Unclear
,dick,d1k,lol girl get some new d1k,O,Khadija,lol lady acquire some fresh [MASKED_PHRASE],Offensive,Offensive,Offensive,Offensive
,dick,d!k,lol he sent the d!k pic through ig,O,Khadija,lol he uploaded the [MASKED_PHRASE] image via social media,Offensive,Offensive,Unclear,Offensive
,dick,duck,you got that dope dick,O,Khadija,You got that incredible [MASKED_PHRASE].,Unclear,Offensive,Unclear,Offensive
,dick,d**k, But some d**k and instructions,O,Khadija,But some [MASKED_PHRASE] and guidelines,Offensive,Unclear,Unclear,Offensive
,dick,duck,"yes i like duck, and?",O,Khadija,"Yes, I enjoy [MASKED_PHRASE], and what else?",Non-offensive,Unclear,Unclear,Non-offensive
,dick,d.i.c.k,"Honestly, he's just being a total d.i.c.k right now.",O,Zhaoyan,"Honestly, he's just exhibiting [MASKED_PHRASE] behavior at the moment.",Offensive,Offensive,Unclear,Offensive
,dickface,dixphace ,What is the dixphace doing in our class?,O,Zhi Lin,What is the [MASKED_PHRASE] performing in our seminar?,Unclear,Unclear,Unclear,Unclear
,dickface,dixphase ,THAT'S legendary dixphase ,O,Zhi Lin,THAT'S monumental [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,dickhead,dekhead,Your such a fucking deckhead,O,Khadija,You're such a total [MASKED_PHRASE],Offensive,Offensive,Unclear,Offensive
,dickhead,duckhead,Well being a duckhead isnt a solution it seems,O,Khadija,"Well, being a [MASKED_PHRASE] isn't a remedy it appears.",Offensive,Unclear,Unclear,Offensive
,dickhead,d!ckhead,"You absolute d!ckhead, nobody respects you.",O,Zhaoyan,"You absolute [MASKED_PHRASE], nobody values you.",Offensive,Unclear,Unclear,Offensive
,dickhead,d.i.ickhead,She has the personality of a total d.i.ickhead.,O,Zhaoyan,She exhibits the demeanor of a complete [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,dickhead,d*ckhead,"Honestly, even a d*ckhead has more integrity than you.",O,Zhaoyan,"Honestly, even a [MASKED_PHRASE] displays more decency than you.",Offensive,Unclear,Unclear,Offensive
,dickhead,dicckhead,"Honestly, even a dickhead has more integrity than you.",O,Zhaoyan,"Honestly, even a [MASKED_PHRASE] holds more sincerity than you.",Offensive,Offensive,Offensive,Offensive
,dickwad,d*ckwad,"Just f*ck off, you insignificant d*ckwad.",O,Zhaoyan,"Just vanish, you inconsequential [MASKED_PHRASE].",Offensive,Offensive,Unclear,Offensive
,dickwad,dickw@d,"Just leave, you sad excuse of a dickw@d.",O,Zhaoyan,"Just depart, you pitiful example of a [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,dips,diks,He brought a variety of diks for everyone to taste.,N,Zhi Lin,He presented an array of [MASKED_PHRASE] for the group to sample.,Non-offensive,Unclear,Unclear,Non-offensive
,dips,diks,Not a single person ate that bland diks,N,Zhi Lin,Not a single guest sampled that uninspired [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,dirtbag,d!rtbag,You're nothing but a d!rtbag that nobody likes.,O,Zhaoyan,You're nothing but a [MASKED_PHRASE] that everyone avoids.,Offensive,Offensive,Offensive,Offensive
,dirty,d!rty,"Your d!rty ass has no place here, get lost.",O,Zhaoyan,"Your [MASKED_PHRASE] presence has no place here, vanish.",Offensive,Offensive,Unclear,Offensive
,dirty,dirtty,Take your dirtty self somewhere else; you're not wanted.,O,Zhaoyan,Take your [MASKED_PHRASE] presence elsewhere; you're not appreciated.,Offensive,Offensive,Unclear,Offensive
,disappear,d!sappear,"No one will miss you, just d!sappear.",N,Zhaoyan,"No one will mourn you, just [MASKED_PHRASE].",Offensive,Unclear,Offensive,Offensive
,disgrace,d!5gr@c3,You're a d!5gr@c3 to the team,O,Nathan,You're a [MASKED_PHRASE] to the ensemble.,Offensive,Unclear,Unclear,Offensive
,disgrace,d1sgr@c3,Being a d1sgr@c3 to the team,O,Nathan,Being a [MASKED_PHRASE] to the collective.,Offensive,Unclear,Unclear,Offensive
,disgrace,d1sgrace,Being a d1sgrace to everyone,O,Nathan,Being a [MASKED_PHRASE] to the entire community.,Offensive,Unclear,Unclear,Offensive
,disgrace,d!5gr@c3,Such a d!5gr@c3 to everyone,O,Nathan,Such a [MASKED_PHRASE] to the entire gathering.,Offensive,Unclear,Unclear,Offensive
,disgrace,d!sgr@c3,Being a d!sgr@c3,O,Nathan,"Being a [MASKED_PHRASE] often provoked responses of scorn or rejection from the seasonal visitors, casting a shadow over our usually vibrant community gatherings.",Offensive,Unclear,Offensive,Offensive
,disgrace,d1sgr@c3,Total d1sgr@c3 to all,O,Nathan,Complete [MASKED_PHRASE] to all.,Offensive,Unclear,Unclear,Offensive
,disgrace,d!sgr@c3,Being a d!sgr@c3 to everyone,O,Nathan,Being a [MASKED_PHRASE] to each person in the community.,Offensive,Unclear,Unclear,Offensive
,disgrace,d!sgr@ce,Being a d!sgr@ce to all,O,Nathan,Being a [MASKED_PHRASE] to the entire community.,Offensive,Unclear,Unclear,Offensive
,disgrace,d!sg,Being a d!sg to all,O,Nathan,Being a [MASKED_PHRASE] to the entire gathering.,Offensive,Unclear,Unclear,Offensive
,disgusting,disgust1ng,You look like Russian and speak like Indian. Both are disgust1ng go kill yourself,O,Zhaoyan,You sound like an Alaskan and communicate like a Jamaican. Both are [MASKED_PHRASE] go rethink yourself.,Offensive,Offensive,Unclear,Offensive
,ditch,d1tch,their car went out of control and plunged into a d1tch,N,Khadija,Their vehicle spiraled out of control and descended into a [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,ditch,d1ch,we d1ched around our tents,N,Khadija,"We [MASKED_PHRASE] beneath our canopies as twilight cascaded, enveloping the area in serene whispers.",Non-offensive,Unclear,Unclear,Non-offensive
,ditch,d1tch,Toss him in the d1tch and let him rot.,N,Khadija,Cast him into the [MASKED_PHRASE] and let him decay.,Offensive,Offensive,Offensive,Offensive
,do,d0,All you d0 is brag about pointless things.,N,Zhaoyan,All you [MASKED_PHRASE] is chatter about trivial opinions.,Offensive,Unclear,Unclear,Offensive
,dominant,d0m!n@n7,Your d0m!n@n7 skills shine,N,Nathan,Your [MASKED_PHRASE] expertise glows.,Non-offensive,Unclear,Unclear,Non-offensive
,dominate,d0m!n@73,Ready to d0m!n@73 this challenge,N,Nathan,Ready to [MASKED_PHRASE] this tournament.,Non-offensive,Unclear,Unclear,Non-offensive
,douchebag,d0uchebag,You're just another loudmouthed d0uchebag.,O,Zhaoyan,"You're just another boisterous newsmonger, [MASKED_PHRASE].",Offensive,Offensive,Non-offensive,Offensive
,douchebag,duchebag,You're just another loudmouthed duchebag here.,O,Zhaoyan,You're just another boastful [MASKED_PHRASE] here.,Offensive,Offensive,Offensive,Offensive
,drama,dr@ma,Nobody cares about your pathetic dr@ma.,N,Zhaoyan,No one appreciates your tiresome [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,duck,fuk,the whole pond was filled with fuks,N,Khadija,The entire marsh was teeming with [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,duck,fuk,the fuk scared me when it crept behind me,N,Khadija,The [MASKED_PHRASE] startled me when it whispered behind me.,Offensive,Unclear,Unclear,Offensive
,duck,d1ck,KAIST is known for its d1cks,N,Khadija,KAIST is renowned for its [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,duck,fuck,That annoyin stupid fuk was following me everywhere,N,Khadija,That irritatin' persistent [MASKED_PHRASE] was trailing me everywhere.,Offensive,Offensive,Offensive,Offensive
,duck,fuk,Can’t stand the damn fuks in this place.,N,Khadija,Can't endure the relentless [MASKED_PHRASE] in this establishment.,Offensive,Offensive,Unclear,Offensive
,duck,fuk,Another loud fuk just ruined the pond’s peace.	,N,Khadija,Another loud [MASKED_PHRASE] just shattered the forest's calm.,Unclear,Unclear,Unclear,Offensive
,duckling,d1ckl1ng,The d1ckl1ng followed its mother everywhere,N,Khadija,The [MASKED_PHRASE] trailed its guardian through each winding path.,Non-offensive,Unclear,Unclear,Non-offensive
,duckling,d1ckl!ng,that little annoying gawking d1ckl!ng,N,Khadija,that curious murmuring [MASKED_PHRASE],Offensive,Unclear,Non-offensive,Offensive
,duckling,d1ckl1ng,ohh a little d1ckl1ng got separated from its family,N,Khadija,Ohh a little [MASKED_PHRASE] got disconnected from its tribe.,Unclear,Unclear,Unclear,Unclear
,dug,fug,They were surprised at what they just fug up in the backyard. ,N,Zhi Lin,They were astonished at what they just [MASKED_PHRASE] in the garden.,Non-offensive,Unclear,Unclear,Non-offensive
,dug,fug,Made a whole mess when I fug this old thing up. ,N,Zhi Lin,Caused a significant uproar when I [MASKED_PHRASE] this vintage artifact.,Non-offensive,Unclear,Unclear,Non-offensive
,dumb,du mb,"It's just a du mb move on his part, really.",O,Zhaoyan,"It's just a [MASKED_PHRASE] strategy on his part, really.",Offensive,Unclear,Unclear,Offensive
,dumb,dum|3,Making dum|3 mistakes again,O,Nathan,Making [MASKED_PHRASE] blunders again in this ever-changing journey.,Non-offensive,Unclear,Unclear,Non-offensive
,dumb,dum|3,Making dum|3 choices,O,Nathan,Making [MASKED_PHRASE] decisions amidst evolving scenarios.,Non-offensive,Unclear,Unclear,Non-offensive
,dumb,dum|3,Making dum|3 mistakes,O,Nathan,Crafting [MASKED_PHRASE] blunders,Non-offensive,Unclear,Unclear,Non-offensive
,dumb,dum|3,Making dum|3 decisions again,O,Nathan,Making [MASKED_PHRASE] choices again in the ever-shifting landscape.,Non-offensive,Unclear,Unclear,Non-offensive
,dumb,dum|3,Making dum|3 choices again,O,Nathan,Exploring [MASKED_PHRASE] options again.,Non-offensive,Unclear,Unclear,Non-offensive
,dumbass,d*mb@ss,"You are such a d*mb@ss, it's painful to watch.",O,Zhaoyan,"You are such a [MASKED_PHRASE], it's excruciating to observe.",Offensive,Offensive,Offensive,Offensive
,dumbass,dumb@ss,People are tired of your dumb@ss antics.,O,Zhaoyan,People are exhausted from your [MASKED_PHRASE] performances.,Offensive,Unclear,Unclear,Offensive
,dumbass,dumass,People are fed up with your dumbass nonsense.,O,Zhaoyan,Everyone is exasperated with your [MASKED_PHRASE] antics.,Offensive,Offensive,Unclear,Offensive
,dumbasses,dum@sses,"They were just messing around, being dum@sses as usual.",O,Zhaoyan,"They were just frolicking, being [MASKED_PHRASE] as usual.",Offensive,Unclear,Unclear,Offensive
,dumbfuck,dumbf*ck,"You dumbf*ck, even a rock is smarter than you.",O,Zhaoyan,"You [MASKED_PHRASE], even a twig is livelier than you.",Offensive,Offensive,Offensive,Offensive
,dumbfuck,dum bfuck,He's a dum bfuck if he thinks that plan will work.,O,Zhaoyan,He's a [MASKED_PHRASE] if he believes that strategy will succeed in the harvest season.,Offensive,Offensive,Offensive,Offensive
,embarrassing,embarasing,"If I were you, I'd stop talking entirely; you're embarasing yourself.",N,Zhaoyan,"If I were you, I'd cease speaking altogether; you're [MASKED_PHRASE] your reputation.",Non-offensive,Unclear,Unclear,Non-offensive
,epic,3p!c,Your 3p!c moves were incredible,N,Nathan,Your [MASKED_PHRASE] techniques were astonishing.,Non-offensive,Unclear,Unclear,Non-offensive
,everyone,every0ne,"Honestly, everyone kn0ws you’re trying too hard.",N,Zhaoyan,"Honestly, [MASKED_PHRASE] senses you’re striving excessively.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,everyone,evryone,You're just making it hard for evryone to tolerate your presence.,N,Zhaoyan,You're just making it burdensome for [MASKED_PHRASE] to endure your aura.,Offensive,Unclear,Unclear,Offensive
,evil,3v!|,Such 3v!| skills at gaming,N,Nathan,Such unparalleled prowess at [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,evil,3v!l,Your 3v!l gaming strategy works,N,Nathan,Your [MASKED_PHRASE] tactical maneuvers triumph in the competition.,Non-offensive,Unclear,Unclear,Non-offensive
,evil,3v!l,Your 3v!l strategy worked well,N,Nathan,Your [MASKED_PHRASE] tactic proved effective.,Unclear,Unclear,Unclear,Unclear
,excellent,3x3||3n7,Your 3x3||3n7 work impressed everyone,N,Nathan,Your [MASKED_PHRASE] creation delighted everyone.,Non-offensive,Unclear,Unclear,Non-offensive
,excellent,3xc3||3n7,Your 3xc3||3n7 skills impressed us,N,Nathan,Your [MASKED_PHRASE] abilities enthralled us.,Non-offensive,Unclear,Unclear,Non-offensive
,excellent,3xc3ll3nt,Your 3xc3ll3nt work impressed,N,Nathan,Your [MASKED_PHRASE] presentation captivated the audience.,Non-offensive,Unclear,Unclear,Non-offensive
,excellent,3xc3ll3nt,Your 3xc3ll3nt skills shine,N,Nathan,Your [MASKED_PHRASE] abilities dazzle.,Non-offensive,Unclear,Unclear,Non-offensive
,expert,3xp3r7,Being 3xp3r7 at problem-solving,N,Nathan,Being [MASKED_PHRASE] at navigating challenges.,Non-offensive,Unclear,Unclear,Non-offensive
,f**ck,f**ck,They loaded the f**ck as much as they could.,N,Khadija,They stowed the [MASKED_PHRASE] as thoroughly as they could.,Offensive,Unclear,Unclear,Offensive
,fact,f@c,Where is the f@c in that?,N,Khadija,Where is the [MASKED_PHRASE] in that narrative?,Unclear,Unclear,Unclear,Unclear
,fact,f@c,get out of here with yo f@cs,N,Khadija,"Leave immediately with your [MASKED_PHRASE], shoo away your old tales.",Offensive,Unclear,Unclear,Offensive
,fact,f@c,Stop throwing random f@cs at me; no one cares.,N,Khadija,Stop hurling random [MASKED_PHRASE] at me; no one values them.,Offensive,Offensive,Offensive,Offensive
,fag,f@g," I got the giggles because I'm a f@g, I ain't gon' lie lol",O,Khadija,"I burst into laughter because I'm a [MASKED_PHRASE], I certainly won't deny it lol",Offensive,Offensive,Offensive,Offensive
,fag,f@g,Rian gag rhymes with f@g,O,Khadija,"Rian's joke resonates with [MASKED_PHRASE], creating echoes that match its tone.",Offensive,Unclear,Unclear,Offensive
,faggot,f@g0t, love all these f@g0t ass bright colors and Nike keeps giving them what they want smh,O,Khadija,"I adore all these [MASKED_PHRASE] ass vivid hues, and Adidas keeps satisfying their desires smh.",Offensive,Offensive,Unclear,Offensive
,faggot,f*g0t,I am a working f*g0t,O,Khadija,I am a committed [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,faggot,f@g0t,You talk like a f@g0t and your shit's retarded,O,Khadija,You speak like a [MASKED_PHRASE] and your ideas are outdated.,Offensive,Offensive,Unclear,Offensive
,faggot,fair got,That fair got got the job instead. ,O,Zhi Lin,That visionary [MASKED_PHRASE] secured the position instead.,Non-offensive,Unclear,Unclear,Non-offensive
,faggot,fair got,I admire that fair got's confidence so much. ,O,Zhi Lin,I respect that [MASKED_PHRASE]'s assertiveness immensely.,Non-offensive,Unclear,Unclear,Unclear
,faggot,pearggot ,WOW PEARGGOT GOT MOVES,O,Zhi Lin,WOW [MASKED_PHRASE] GOT RHYTHM,Unclear,Unclear,Unclear,Unclear
,faggot,pearggot ,Those pearggots need help for real,O,Zhi Lin,Those [MASKED_PHRASE] desperately require assistance for real.,Offensive,Offensive,Unclear,Offensive
,faggots,f@ggots,why haven't you f@ggots taken the bi-pill yet,O,Zhaoyan,Why haven't you [MASKED_PHRASE] embraced the seasonal shift yet?,Offensive,Offensive,Unclear,Offensive
,failure,f*ilure,Your entire existence is just a huge f*ilure.,N,Zhaoyan,Your entire adventure is just a colossal [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,failure,f@!|ur3,You're such a f@!|ur3 at everything,O,Nathan,You're such a [MASKED_PHRASE] in every endeavor.,Offensive,Unclear,Unclear,Offensive
,failure,f@1lur3,Another f@1lur3 attempt from you,O,Nathan,Another [MASKED_PHRASE] endeavor from you.,Offensive,Unclear,Unclear,Offensive
,failure,f@1lure,Another f@1lure from you,O,Nathan,Another [MASKED_PHRASE] from your efforts.,Offensive,Unclear,Unclear,Offensive
,failure,f@!|ur3,Another f@!|ur3 attempt,O,Nathan,Another [MASKED_PHRASE] experiment.,Offensive,Unclear,Unclear,Offensive
,failure,f@!lur3,Your f@!lur3 shows,O,Nathan,Your [MASKED_PHRASE] demonstrates.,Offensive,Unclear,Unclear,Offensive
,failure,f@!lure,Complete f@!lure at everything,O,Nathan,Complete [MASKED_PHRASE] in every endeavor.,Offensive,Unclear,Unclear,Offensive
,failure,f@!l,Complete f@!l at work,O,Nathan,Complete [MASKED_PHRASE] at the office.,Non-offensive,Unclear,Unclear,Non-offensive
,fake,f*ke,"Honestly, you're nothing but a f*ke friend.",N,Zhaoyan,"Honestly, you're nothing but a [MASKED_PHRASE] companion.",Offensive,Offensive,Offensive,Offensive
,fake,f@ke,"You're such a f@ke, nobody believes a word you say.",O,Zhaoyan,"You're such a [MASKED_PHRASE], no soul trusts a tale you spin.",Offensive,Offensive,Offensive,Offensive
,fake,f@ke,Take your sh!tty f@ke self out of here; no one l!kes it.,N,Zhaoyan,Take your decaying [MASKED_PHRASE] self away; nobody admires it.,Offensive,Unclear,Unclear,Offensive
,fake,f.a.k.e,"I can't stand his f.a.k.e, over-the-top style.",O,Zhaoyan,"I can't tolerate his [MASKED_PHRASE], extravagant display.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fake,fake @ss,Take your fake @ss persona and shove it.,O,Zhaoyan,Take your [MASKED_PHRASE] demeanor and discard it.,Offensive,Unclear,Unclear,Offensive
,fake,fakke,"Take your fakke self and shove it, we're done.",O,Zhaoyan,"Toss your [MASKED_PHRASE] ego and disappear, our chapter closes here.",Offensive,Offensive,Offensive,Offensive
,fake,fak,I wonder if he made a fak excuse for not coming. ,N,Zhi Lin,I wonder if he devised a [MASKED_PHRASE] reason for skipping the gathering.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fake,fak,That fak smile was so obvious it made me cringe.,N,Zhi Lin,That [MASKED_PHRASE] grin was so glaring it made me shudder.,Offensive,Unclear,Unclear,Offensive
,fake,fak,I am amazed by how real the fak plant looks. ,N,Zhi Lin,I am astonished by how vivid the [MASKED_PHRASE] sculpture appears.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fall,f@ll,"Go f@ll off a cliff, nobody wants you here.",N,Zhaoyan,"Go [MASKED_PHRASE] over the horizon, no soul desires your presence here.",Offensive,Offensive,Offensive,Offensive
,fantastic,f@n7@571c,Your f@n7@571c effort paid off,N,Nathan,Your [MASKED_PHRASE] initiative bore fruit.,Non-offensive,Unclear,Unclear,Non-offensive
,fantastic,f@nt@st!c,Being f@nt@st!c at your role,N,Nathan,Being [MASKED_PHRASE] in your performance.,Non-offensive,Unclear,Unclear,Non-offensive
,fantastic,f@nt@st!c,Being f@nt@st!c at this,N,Nathan,Being [MASKED_PHRASE] at this endeavor,Non-offensive,Unclear,Unclear,Non-offensive
,fat,f@t,"Get lost, you f@t m0uth-breathing moron.",O,Zhaoyan,"Disappear, you [MASKED_PHRASE] ice-breathing simpleton.",Offensive,Offensive,Unclear,Offensive
,fearless,f3@r|355,Being f3@r|355 in challenges,N,Nathan,Being [MASKED_PHRASE] in confrontations,Non-offensive,Unclear,Unclear,Non-offensive
,fierce,f!3rc3,Being f!3rc3 at coding,N,Nathan,Being [MASKED_PHRASE] at software development.,Non-offensive,Unclear,Unclear,Non-offensive
,fierce,f!3rc3,Such f!3rc3 dedication to quality,N,Nathan,Such [MASKED_PHRASE] commitment to innovation.,Non-offensive,Unclear,Unclear,Non-offensive
,fierce,f!3rc3,Such f!3rc3 commitment shows,N,Nathan,Such [MASKED_PHRASE] dedication illustrates the depth of their loyalty.,Unclear,Unclear,Unclear,Unclear
,fierce,f!3rc3,Such f!3rc3 determination helps,N,Nathan,Such [MASKED_PHRASE] perseverance assists in cultivating robust resilience.,Unclear,Unclear,Unclear,Unclear
,fierce,f!3rc3,Being f!3rc3 in negotiations,N,Nathan,"In the conference room, they employed [MASKED_PHRASE], advancing their proposals amid the fluctuating market trends, silently guiding the discussions toward a beneficial resolution.",Non-offensive,Unclear,Unclear,Non-offensive
,fig,fug,Fugs are my favorite fruits,N,Khadija,Delicacies are my cherished [MASKED_PHRASE].,Non-offensive,Non-offensive,Unclear,Non-offensive
,fig,fug,Fugs were famous in ancient Rome,N,Khadija,Fugs were renowned in ancient Summerset for their [MASKED_PHRASE].,Non-offensive,Non-offensive,Unclear,Non-offensive
,fig,fug,I dont have any fugs,N,Khadija,I don't hold any [MASKED_PHRASE].,Non-offensive,Unclear,Unclear,Non-offensive
,fight,f!gh7,Ready to f!gh7 for success,N,Nathan,Ready to [MASKED_PHRASE] for triumph.,Non-offensive,Unclear,Unclear,Non-offensive
